iter	Passed	Remaining
145	17845	715537
146	17954	714900
147	18069	714471
148	18198	714634
149	18366	716308
150	18526	717612
151	18688	719018
152	18824	719373
153	18937	718904
154	19050	718369
155	19163	717891
156	19307	718566
157	19445	718993
158	19562	718649
159	19678	718273
160	19796	717949
161	19913	717639
162	20028	717200
163	20142	716791
164	20253	716243
165	20370	715900
166	20483	715437
167	20595	714968
168	20711	714594
169	20831	714414
170	21008	716142
171	21129	715961
172	21253	715849
173	21381	715919
174	21562	717713
175	21699	718051
176	21827	718075
177	21948	717890
178	22068	717654
179	22197	717730
180	22311	717281
181	22432	717106
182	22561	717168
183	22690	717213
184	22811	717011
185	22939	717036
186	23079	717445
187	23202	717300
188	23324	717141
189	23448	717026
190	23572	716917
191	23707	717138
192	23846	717491
193	24009	718548
194	24187	720055
195	24339	720738
196	24452	720285
197	24573	720067
198	24711	720353
199	24871	721281
200	24999	721249
201	25109	720729
202	25263	721446
203	25405	721805
204	25532	721766
205	25666	721888
206	25792	721805
207	25910	721516
208	26024	721101
209	26143	720819
210	26276	720911
211	26404	720879
212	26519	720518
213	26635	720161
214	26751	719812
215	26870	719544
216	26999	719534
217	27127	719493
218	27246	719221
219	27361	718856
220	27471	718356
221	27584	717936
222	27701	717642
223	27831	717658
224	27946	717294
225	28060	716897
226	28180	716667
227	28295	716333
228	28407	715901
229	28521	715521
230	28641	715298
231	28773	715378
232	28894	715169
233	29030	715346
234	29184	715953
235	29298	715568
236	29419	715389
237	29552	715460
238	29673	715279
239	29791	715001
240	29907	714672
241	30022	714329
242	30142	714124
243	30272	714133
244	30394	713956
245	30513	713715
246	30631	713458
247	30741	713007
248	30849	712509
249	30966	712237
250	31098	712281
251	31226	712265
252	31348	712104
253	31465	711812
254	31581	711516
255	31699	711261
256	31817	711003
257	31936	710771
258	32053	710504
259	32167	710170
260	32278	709766
261	32392	709418
262	32511	709204
263	32626	708880
264	32737	708483
265	32852	708172
266	32969	707909
267	33084	707618
268	33201	707351
269	33319	707122
270	33434	706821
271	33551	706545
272	33665	706228
273	33777	705876
274	33903	705800
275	34058	706337
276	34173	706046
277	34283	705643
278	34396	705317
279	34509	704980
280	34626	704732
281	34740	704419
282	34853	704090
283	34967	703788
284	35083	703509
285	35200	703276
286	35311	702900
287	35421	702530
288	35534	702207
289	35647	701895
290	35759	701553
291	35871	701212
292	36003	701265
293	36131	701240
294	36252	701086
295	36366	700797
296	36505	700986
297	36648	701246
298	36770	701104
299	36888	700881
300	37002	700590
301	37121	700388
302	37252	700426
303	37385	700487
304	37509	700381
305	37635	700306
306	37754	700127
307	37880	700057
308	38013	700118
309	38144	700129
310	38271	700087
311	38386	699823
312	38501	699553
313	38612	699213
314	38750	699348
315	38907	699837
316	39029	699703
317	39149	699526
318	39270	699361
319	39382	699045
320	39497	698777
321	39625	698734
322	39742	698505
323	39857	698249
324	39973	698002
325	40090	697775
326	40221	697788
327	40348	697742
328	40465	697511
329	40577	697187
330	40688	696865
331	40803	696616
332	40928	696529
333	41048	696342
334	41165	696131
335	41281	695882
336	41394	695605
337	41508	695326
338	41622	695059
339	41671	693712
340	41791	693550
341	41912	693391
342	42027	693143
343	42141	692892
344	42271	692890
345	42395	692784
346	42522	692735
347	42651	692723
348	42793	692917
349	42940	693183
350	43084	693401
351	43202	693208
352	43336	693258
353	43498	693766
354	43645	694032
355	43800	694414
356	43920	694238
357	44044	694127
358	44167	694015
359	44285	693800
360	44398	693528
361	44513	693272
362	44627	693014
363	44736	692677
364	44848	692392
365	44961	692106
366	45070	691776
367	45182	691487
368	45295	691216
369	45408	690942
370	45521	690681
371	45633	690391
372	45748	690154
373	45864	689932
374	45975	689638
375	46090	689398
376	46208	689198
377	46332	689099
378	46459	689042
379	46581	688912
380	46702	688768
381	46825	688650
382	46948	688530
383	47067	688359
384	47190	688241
385	47321	688238
386	47443	688111
387	47560	687916
388	47696	687988
389	47807	687697
390	47924	687487
391	48042	687296
392	48172	687286
393	48290	687103
394	48407	686892
395	48545	686992
396	48694	687247
397	48828	687276
398	48947	687107
399	49062	686872
400	49178	686658
401	49305	686600
402	49427	686461
403	49547	686308
404	49664	686104
405	49779	685874
406	49915	685934
407	50045	685921
408	50164	685742
409	50277	685484
410	50386	685179
411	50495	684879
412	50609	684636
413	50724	684413
414	50845	684270
415	50977	684281
416	51094	684081
417	51206	683813
418	51321	683586
419	51436	683369
420	51555	683199
421	51674	683036
422	51787	682783
423	51903	682584
424	52015	682319
425	52123	682005
426	52235	681750
427	52356	681609
428	52485	681578
429	52608	681462
430	52726	681289
431	52842	681081
432	52960	680901
433	53072	680649
434	53207	680689
435	53353	680870
436	53506	681134
437	53648	681257
438	53764	681063
439	53880	680855
440	53994	680618
441	54105	680359
442	54230	680268
443	54355	680180
444	54485	680146
445	54602	679959
446	54721	679796
447	54835	679572
448	54958	679457
449	55084	679372
450	55200	679178
451	55316	678977
452	55452	679013
453	55568	678813
454	55686	678635
455	55814	678583
456	55942	678535
457	56064	678400
458	56177	678168
459	56289	677916
460	56417	677865
461	56546	677822
462	56670	677717
463	56780	677454
464	56896	677256
465	57011	677040
466	57132	676908
467	57253	676761
468	57370	676578
469	57491	676444
470	57610	676280
471	57725	676072
472	57845	675923
473	57974	675877
474	58093	675719
475	58208	675508
476	58372	675868
477	58547	676353
478	58701	676600
479	58835	676605
480	58971	676638
481	59131	676941
482	59310	677469
483	59474	677808
484	59649	678281
485	59825	678764
486	59987	679075
487	60173	679663
488	60324	679853
489	60452	679781
490	60571	679612
491	60689	679429
492	60809	679268
493	60941	679236
494	61072	679197
495	61193	679051
496	61312	678883
497	61427	678664
498	61563	678675
499	61690	678598
500	61816	678497
501	61978	678804
502	62116	678833
503	62248	678810
504	62377	678745
505	62506	678675
506	62641	678681
507	62797	678910
508	62947	679070
509	63074	678977
510	63231	679212
511	63383	679388
512	63546	679686
513	63716	680053
514	63934	680935
515	64129	681563
516	64270	681617
517	64566	683308
518	64942	685840
519	65189	686999
520	65497	688795
521	65747	689969
522	65947	690617
523	66147	691268
524	66268	691085
525	66388	690892
526	66502	690638
527	66616	690389
528	66728	690112
529	66841	689855
530	66955	689607
531	67088	689544
532	67213	689410
533	67323	689116
534	67431	688806
535	67546	688573
536	67675	688474
537	67801	688352
538	67922	688176
539	68068	688247
540	68220	688379
541	68331	688109
542	68442	687826
543	68559	687608
544	68697	687605
545	68828	687532
546	68947	687328
547	69059	687067
548	69166	686755
549	69279	686501
550	69408	686402
551	69549	686427
552	69683	686374
553	69809	686246
554	69949	686258
555	70103	686408
556	70237	686357
557	70356	686161
558	70469	685906
559	70596	685795
560	70714	685592
561	70844	685505
562	70967	685343
563	71085	685139
564	71202	684926
565	71319	684721
566	71432	684463
567	71550	684266
568	71671	684094
569	71794	683936
570	71918	683791
571	72033	683558
572	72147	683321
573	72261	683084
574	72377	682861
575	72494	682659
576	72615	682483
577	72765	682587
578	72905	682595
579	73079	682911
580	73212	682853
581	73360	682933
582	73488	682829
583	73603	682600
584	73723	682419
585	73845	682252
586	73960	682028
587	74074	681788
588	74187	681540
589	74303	681329
590	74419	681107
591	74538	680918
592	74654	680704
593	74768	680472
594	74879	680205
595	74999	680031
596	75107	679743
597	75222	679516
598	75333	679259
599	75446	679022
600	75563	678814
601	75673	678548
602	75792	678364
603	75903	678107
604	76017	677872
